reviewerID,asin,predictRating,T_v,overall,overall_new,reviewText,filteredReviewText
A156IOMOA59X7N,B0012Y0ZG2,-1,1,5,1,I always use this so was as expected,
A24A9FRVM8TQZS,B0012Y0ZG2,-1,1,5,1,Item just as described,
ANNRN691N2WR,B0012Y0ZG2,-1,1,5,1,I would recommend this eye cream because it is extremely moisturizing and it only takes a small dab for each eye.  I could tell after only a few times of using it that the fine lines around my eyes weren't as noticeable.,I would recommend this eye cream I could tell after only a few times of using it that the fine lines around my eyes were n't as noticeable .
A2O23K583MS6RI,B0012Y0ZG2,-1,1,5,1,I've been using this product for a couple of years at the suggestion of my hair stylist. Took away the dullness of my gray hair. I like it.,Took away the dullness of my gray hair . I like it .
A1FFSRBOERRDLB,B0012Y0ZG2,-1,1,5,1,"I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement. After 3 weeks my family started commenting on my skin! It does not leave my face feeling greasy nor does it have any fragrance. I feel like it has made my skin look firmer, which makes me looker younger!","I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement . It does not leave my face feeling greasy nor does it have any fragrance . I feel like it has made my skin look firmer , which makes me looker younger !"
A32RAW9ILQYP9S,B0012Y0ZG2,-1,1,5,1,Will buy again,
A344ILJPHYQ0V,B0012Y0ZG2,-1,1,4,1,muy bueno,
A1E9D6RGEDFT2O,B0012Y0ZG2,-1,1,4,1,"I think this shampoo can be even five stars, hair feels soft and fresh. But I think it doesn't give that feeling of clean hair near my roots. It might be just not the right type for me. But in general I would definitely recommend these products.","I think this shampoo can be even five stars , hair feels soft and fresh . But I think it does n't give that feeling of clean hair near my roots . It might be just not the right type for me . But in general I would definitely recommend these products ."
A2KUYYA021Y4KO,B0012Y0ZG2,-1,1,5,1,Need a bigger bottle!,
A1JDBXPK20HBUW,B0012Y0ZG2,-1,1,5,1,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia.","One of my favorite skincare lines . but since I 'm not getting younger , I thought I 'd try their more mature line . Strangely , it 's LESS moisturizing than their younger line . I think the essence in this package is better and moisturizer in the other package is much better ."
A3DA9MP7OGLPC0,B0012Y0ZG2,-1,1,5,1,,
A1VRZOJ7MNAJME,B0012Y0ZG2,-1,1,5,1,"I love the smell of this particular product and the way it feels on my lips.  I wish it wasn't so expensive, because I would buy more!,,","I love the smell of this particular product I wish it was n't so expensive ,"
A2BLQAZWM052C1,B0012Y0ZG2,-1,1,5,1,This is my wife's go to body wash.,
A7LAYX9R7IMOO,B0012Y0ZG2,-1,1,5,1,I really is what I expected,
A337VOJXCV97F6,B0012Y0ZG2,-1,1,5,1,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!,Do NOT use this sight unless you are very wealthy !
A1NXF07STAXNN3,B0012Y0ZG2,-1,1,5,1,soapy,soapy
A105A034ZG9EHO,B0012Y0ZG2,-1,1,5,1,yum,
A149WHPACMTSLO,B0012Y0ZG2,-1,1,5,1,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart.",because he can not fine it in the stores . Please bring it
A222BBVJ75BTFE,B0012Y0ZG2,-1,1,4,1,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles).","Love the product , except for the fact that TWO bottles have now broken after being dropped in the shower . The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands . The product is too expensive to   be wasted down the drain or watered down because the top keeps getting broken off ( two different bottles ) ."
AI8FN9LAD3WT0,B0012Y0ZG2,-1,1,5,1,"This was the best of all the Axe line, and they discontinued it. I wish they would bring it back. :(","This was the best of all the Axe line , and they discontinued it . I wish they would bring it back . :("
A2W643VRI6ELN,B0012Y0ZG2,-1,1,5,1,I haven't gotten it yet because I ordered it today but I'm hoping it will be good for me to use,but I 'm hoping it will be good for me to use
A7VOU5ARHQ20F,B0012Y0ZG2,-1,1,5,1,Love this stuff.  It works better on my Psoriasis better then the medical creams and ointments the doctors prescribed.  Too bad they stopped making it.  Horde it all now because someday it will be gone and you will be forced to use head and shoulders.,Love this stuff . It works better on my Psoriasis better then the medical creams Too bad they stopped making it . Horde it all now and you will be forced to use head
A3CZ890UHC8HHZ,B0012Y0ZG2,-1,1,5,1,"It diffuses a very mild light perfume, just what I wanted. I wear Shalimar lotion and perfume so I wanted a nice hint on days I do not want to wear the stronger lotions and perfumes. I will be purchasing it again.",so I wanted a nice hint on days I do not want to wear the stronger lotions
A4WYCR7FYUSPS,B0012Y0ZG2,-1,1,5,1,Dove no longer manufactures this body wash so I was relieved to find it on Amazon. The price is ridiculous but since I could not find it anywhere else I bought it. This is the only body wash I can use that doesn't dry my skin and make me itchy. If you pair this with Dove's Cream Oil lotion you're good to go.,The price is ridiculous and make me itchy .
A10JB7YPWZGRF4,B0012Y0ZG2,-1,1,5,1,"I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion. I bought this product at Bath and Body during one of their annual sales a year ago and now they no longer carry it. However, other dealers have it online for $ 45 and the lotion for $45  up to 95? I don't know why Bath & Body stopped selling it.",I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion . and now they no longer carry it . I do n't know why Bath & Body stopped selling it .
A3IVDKJ8B51LO0,B0012Y0ZG2,-1,1,5,1,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.,Would buy more of the body cream if moire was available . This body cream is hard to come by . Lotion is easily available but the body cream is difficult to obtain .
A2J50ZCVKL1H9L,B0012Y0ZG2,-1,1,5,1,"I am writing this in the dark of my room. My roommate came over with a bottle of this stuff from Europe and whenever she would shower, I would wonder, ""What angel has fluttered down from the sky and walked into my life?"" ...because she smelt that good. SO today, I decided would be the day. I got drunk (because I can't do anything as daring), and stole her soap and took a shower in it. Only a wee bit. Like 3 dollops and I must say, OMG. I'll explain. You know, when you feel yourself hazy from an alcohol buzz, I was washed my face with it and when I opened my eyes, everything seemed brighter. THis stuff actually does revitalize. AND, I smell so expensive. I should probably go find another room to sleep in as I revel in this beauty. Because she will be able to tell immediately. She's cool though. She's Irish.","I am writing this in the dark of my room . and whenever she would shower , I would wonder , "" What angel has fluttered down from the sky because she smelt that good . I got drunk ( because I ca n't do anything as daring ) , and stole her soap Like 3 dollops You know , when you feel yourself hazy from an alcohol buzz , I was washed my face with it and when I opened my eyes , everything seemed brighter . THis stuff actually does revitalize . AND , I smell so expensive . I should probably go find another room to sleep in as I revel in this beauty . She 's cool though ."
A3RMWHVP1CX5J1,B0012Y0ZG2,-1,1,5,1,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import....",Pricey
A2D48QTM7CXR0D,B0012Y0ZG2,-1,1,5,1,"I have sensitive skin and I have to be careful what I use on my skin.  Many products make my skin itch and sometimes I'll get a red rash or blotches (sounds lovely, huh?!)  This shower gel is very gentle, does the job and doesn't make my skin itch nor cause a rash.  The only thing I woud suggest is that they leave out the fragrance or have a fragrance free option.  Although the send is not too strong and is a nice scent.","I have sensitive skin and I have to be careful what I use on my skin . Many products make my skin itch and sometimes I 'll get a red rash or blotches ( sounds lovely , huh ? ! ) This shower gel is very gentle , does the job and does n't make my skin itch nor cause a rash . The only thing I woud suggest is that they leave out the fragrance or have a fragrance free option . Although the send is not too strong and is a nice scent ."
A3CIUOJXQ5VDQ2,B0013NB7DW,-1,1,5,1,as advertised,
A3E3GD3TABXKU1,B0017TZD7S,1,-1,2,5,"Maybe I don't get the point with this. Okay, they use sex to sell it; I get that. It's supposed to create a situation in which women - I'm assuming really dumb ones - are made out of control in your presence after using it. Right. And Yaks fly.

But is there anything truly unique about it?

Well, it does have sandpaper sides, one of which would remove the face off a statue and other that buffs your flesh to a tender red. But other than that it's just sort of a sponge. The `directions' say it gets all those special places (if we all have them are they really so special?) but I think a washrag does a better job.

So why am I even thinking about this thing this much? I'm done and I'm outta here - to find my washcloth.","Okay , they use sex to sell it ; I get that . It 's supposed to create a situation in which women - I 'm assuming really dumb ones - are made out of control in your presence after using it . Right . But is there anything truly unique about it ? Well , it does have sandpaper sides , one of which would remove the face off a statue and other that buffs your flesh to a tender red . The ` directions ' say it gets all those special places ( if we all have them are they really so special ? ) but I think a washrag does a better job ."
ANM9LSZS7C67V,B0017TZD7S,-1,1,4,1,"This is great since I am on a Military base and have common showers.  Makes good lather.  I use the softer side and the rough side on my feet!  Maybe I am a big baby, but it hurts to use the rough side anywhere else.",This is great since I am on a Military base Makes good lather . I use the softer side and the rough side on my feet ! but it hurts to use the rough side anywhere else .
A1LHAXBM5GBJS2,B0017TZD7S,-1,1,4,1,"If you share a bathroom with a female, be it a wife, girlfriend, daughter, are roommate, you know what a loofa is because it is most likely hanging from your shower head right now.  And the Axe Detailer Shower Tool is basically a loofa marketed to guys.  The only thing different from the female in your life's besides the color scheme is the flip side that has a rougher scrubber on it for tougher places on your body like the feet, elbows, etc., but that side just feels like an afterthought and I found myself cleaning those areas with the scrubbing side after awhile.  In the end the Ax Shower Tool does get the job done and basically you need to ask yourself, ""Do I want another loofa hanging on my showerhead?""","If you share a bathroom with a female , be it a wife , girlfriend , daughter , are roommate , you know what a loofa is because it is most likely hanging from your shower head right now . And the Axe Detailer Shower Tool is basically a loofa marketed to guys . The only thing different from the female in your life 's besides the color scheme is the flip side that has a rougher scrubber on it for tougher places on your body like the feet , elbows , etc . , but that side just feels like an afterthought In the end the Ax Shower Tool does get the job done and basically you need to ask yourself , "" Do I want another loofa hanging on my showerhead ? """
AQ6AGWKWMTY8H,B001E96LUO,-1,1,4,1,"Finally seeing results.  But don't get the wrong idea.  This result-delay is probably not a CLEAN & CLEAR problem.  For some reason our teen boy thought he should use this cleanser  without a washcloth... AND apparently a washcloth is an extremely important part of getting the upper hand on breakouts.

The Backstory
Our boy is 14 and is having to begin shaving several times a week. (Somehow it doesn't seem right that our baby is shaving. sigh.)  This shaving is aggravating his breakouts taking them up a level.  We got this Clean & Clear Cleanser to see what results we could get with an over the counter product.  After a week and a half there wasn't (initially) enough improvement so we made an appointment with a dermatologist.

We've since CANCELLED that appointment because I happened to watch boy wash his face one night. No Wash Cloth.  I smacked my forehead and took the time to show him how to properly wash his face.  Apparently this is a thing guys don't all know.  It's been a week since the demonstration (which included a mention that you don't scrub your face fiercely. That the skin there is delicate, particularly under the eyes....)  and his face is looking really good.  I suspect in another few days even the small spots will be gone.

SUMMING IT  UP
This is working for us.  If you've got  younger teen using it, I highly recommend making sure that they know what they should be doing.  Don't assume they read the directions, even if they read everything else that crosses their path.

No irritation, easy to use, and the salicylic acid is working to make considerable changes in his complexion.","But do n't get the wrong idea . This result - delay is probably not a CLEAN & CLEAR problem . AND apparently a washcloth is an extremely important part of getting the upper hand on breakouts . ( Somehow it does n't seem right that our baby is shaving . sigh . ) This shaving is aggravating his breakouts taking them up a level . We got this Clean & Clear Cleanser to see what results we could get with an over the counter product . and a half there was n't ( initially ) enough improvement We 've since CANCELLED that appointment No Wash Cloth . and took the time to show him how to properly wash his face . It 's been a week since the demonstration ( which included a mention that you do n't scrub your face fiercely . That the skin there is delicate , particularly under the eyes .... ) and his face is looking really good . I suspect in another few days even the small spots will be gone . If you 've got   younger teen using it , I highly recommend making sure that they know what they should be doing . No irritation , easy to use ,"
A22CW0ZHY3NJH8,B001E96LUO,-1,1,4,1,"Clean & Clear sure knows how to make a cleanser feel gentle.  It's not sudsy like a soap.  It's more like a lotion.  The scent was hard to pinpoint, but I'd say it's a bit like cucumber.  This has salicylic acid, folks, the stuff that's in acne treatment.  I should have known, I mean ""Clean & Clear,"" right? My face feels clean afterwards. The one star deduction is for the scent, which I don't think is the greatest.","Clean & Clear sure knows how to make a cleanser feel gentle . It 's not sudsy like a soap . It 's more like a lotion . The scent was hard to pinpoint , but I 'd say it 's a bit like cucumber . I should have known , I mean "" Clean & Clear , "" right ? My face feels clean afterwards . The one star deduction is for the scent , which I do n't think is the greatest ."
A2503LT8PZIHAD,B001E96LUO,-1,1,4,1,"I do.  I always tell the girls that.  Really, lipstick and mascara!  Nothing else is needed!  So, yes, I had the talk with the teenage girl again.  ""Stop putting the makeup junk all over your face!!!  Your face is beautiful!  Why make it all funny colors?""

She liked the way this one felt when she cleaned (all the gunk off) her face.  She said it didn't feel like it was all burning like one of our recent experiments.  (Don't ask, don't tell.  LOL.)  She said it felt more lotiony.

I hope this one works better at cleaning her face.  I wish she would stop putting stuff all over it.","So , yes , I had the talk with the teenage girl again . "" Stop putting the makeup junk all over your face ! ! ! Your face is beautiful ! Why make it all funny colors ? "" 

 She liked the way this one felt when she cleaned ( all the gunk off ) her face . She said it did n't feel like it was all burning like one of our recent experiments . ( Do n't ask , do n't tell .   LOL . ) I hope this one works better at cleaning her face . I wish she would stop putting stuff all over it ."
A1UQBFCERIP7VJ,B001ET7FZE,-1,1,5,1,"This toothpaste is a translucent gel with the sweet flavor and fragrance of old-fashioned bubble gum.  It is green rather than pink, which seems just as odd to me as purple ketchup.

The convenient pump dispenses the correct pea-sized dose that is recommended for brushing.  Children should still be supervised to make sure that they don't swallow the toothpaste to avoid fluoride toxicity.

The plastic container stands upright and holds 4.4 oz. or 124 g.  It has a cap that is easy to remove and replace but which smears any excess toothpaste left on the pump dispenser.  The dispenser opens and closes automatically so that the cap is not needed in routine use.  The safety-sealed containers that I received have an expiration date 16 months from receipt.

Active ingredient:  Sodium fluoride 0.24% (0.14% w/v fluoride ion).

Inactive ingredients:  Sorbitol, water, hydrated silica, PEG-12, cellulose gum, sodium lauryl sulfate, flavor, sodium saccharin, mica, titanium dioxide, D&C Yellow No. 10, FD&C Blue No. 1.","This toothpaste is a translucent gel with the sweet flavor It is green rather than pink , which seems just as odd to me as purple ketchup . The convenient pump dispenses the correct pea - sized dose that is recommended for brushing . Children should still be supervised to make sure that they do n't swallow the toothpaste to avoid fluoride toxicity . It has a cap that is easy to remove The safety - sealed containers that I received have an expiration date 16 months from receipt . Active ingredient :   Sodium fluoride 0.24 % ( 0.14 % w / v fluoride ion ) . Inactive ingredients :   Sorbitol , water , hydrated silica , PEG-12 , cellulose gum , sodium lauryl sulfate , flavor , sodium saccharin , mica , titanium dioxide , D&C Yellow No . 10 , FD&C Blue No . 1 ."
A2GJX2KCUSR0EI,B001F51RAG,-1,1,5,1,"I was finally convinced to start flossing regularly when a dentist told me I was showing the early signs of gingivitis.  That probably happened something like 15 years ago.  This is not the cheapest floss out there, but it really is the only one I can stand to use.  I just hate the waxy feeling of standard dental floss, but Glide is so much smoother.  (I am reminded of this every now and then when I run out of Glide and have to use free floss samples from the dentist until I can run to the store to restock.)

I started using Glide floss when I got braces (had them from age 25-28!).  I got tired of shredding floss on all the little wires, brackets, etc., and then trying to have to get it unstuck.  Glide wasn't 100% shred proof, but it outperformed any other floss I tried, and I would definitely recommend it to anyone with dental work to maneuver around (I had a wire glued to the back of my bottom teeth after my braces were removed, so I am stuck with a minor amount of dental work for life).

Unlike some of the other reviewers, I didn't even notice the change from original Glide (GoreTex) to the current product.  Well, I noticed the package was different, I suppose, but I felt like the product was still quite good.  I find it to be quite strong and not easily breakable (have even used it to sew up holes in dog toys).","I was finally convinced to start flossing regularly when a dentist told me I was showing the early signs of gingivitis . That probably happened something like 15 years ago . This is not the cheapest floss out there , I just hate the waxy feeling of standard dental floss , so much smoother . and have to use free floss samples from the dentist until I can run to the store to restock . ) I got tired of shredding floss on all the little wires , brackets , etc . , but it outperformed any other floss I tried , and I would definitely recommend it to anyone with dental work to maneuver around ( I had a wire glued to the back of my bottom teeth after my braces were removed , so I am stuck with a minor amount of dental work for life ) . Unlike some of the other reviewers , I did n't even notice the change from original Glide ( GoreTex ) to the current product . Well , I noticed the package was different , I suppose , but I felt like the product was still quite good . I find it to be quite strong and not easily breakable ( have even used it to sew up holes in dog toys ) ."
A25C2M3QF9G7OQ,B001F51RAG,-1,1,5,1,"I've always had a problem with flossing since it's so difficult to work the floss between some of my teeth. I tried this on a recommendation from my dentist and it's made a world of difference. This floss is more like a tape than conventional floss, and just slips through the tightest spots without any difficulty. It's also very comfortable on the gum line, and rarely breaks in use. I can't say it makes flossing fun, but it certainly makes it much easier.

If you're a Sam's Club member you can get this in the 6-pack for a little better price. Highly recommend for those who find regular floss too difficult to use.","I 've always had a problem with flossing since it 's so difficult to work the floss between some of my teeth . I tried this on a recommendation from my dentist This floss is more like a tape than conventional floss , and just slips through the tightest spots without any difficulty . It 's also very comfortable on the gum line , and rarely breaks in use . I ca n't say it makes flossing fun , but it certainly makes it much easier . If you 're a Sam 's Club member you can get this in the 6 - pack for a little better price . Highly recommend for those who find regular floss too difficult to use ."
A33PVCHCQ2BTN0,B001LNODUS,1,-1,3,5,"I buy a lot of lavender to use in everything from sachets to lemonade. I had high hopes for this bag of lavender from Pre de Provence, but I have to admit that I was a little disappointed. Lavender should have a fresh scent and a nice purple color. The range of purple can vary between varieties, but should never be dull and gray.  I took a photo of this lavender next to a tin of lavender I bought a few months ago from Fairview Lavender Farm in Kentucky, and you can see a huge difference. The scent is also fresher in the tin than in the bag from Pre de Provence. I have ordered bulk dried lavender blossoms from Provence and it's not always as nice as domestic lavender, but it's rarely this dull.

That said, the scent is nice and it will work well in a loosely covered dish or sachet where appearance doesn't matter as much. I would probably refresh this lavender with a pure lavender oil after a while. It's okay, but it wouldn't be my first choice in dried lavender blossoms.","I had high hopes for this bag of lavender from Pre de Provence , but I have to admit that I was a little disappointed . Lavender should have a fresh scent and a nice purple color . but should never be dull and you can see a huge difference . The scent is also fresher in the tin than in the bag from Pre de Provence . and it 's not always as nice as domestic lavender , but it 's rarely this dull . That said , the scent is nice and it will work well in a loosely covered dish or sachet where appearance does n't matter as much . I would probably refresh this lavender with a pure lavender oil after a while . It 's okay ,"
A4SD8F79JBYG2,B001LNODUS,1,-1,2,5,"Lavender water.

This has a nice scent and the sprayer sprays well, but it is so weak that the scent disappears within a few minutes If I spray more, the sheets get damp. I received a free bottle in exchange for an honest review and I was pretty excited about having lavender-scented sheets, but I won't be buying any of this item and can't recommend it. I have tried this company's soaps, though, and they are wonderful!","This has a nice scent and the sprayer sprays well , so weak that the scent disappears within a few minutes If I spray more , the sheets get damp . I received a free bottle in exchange for an honest review and I was pretty excited about having lavender - scented sheets , and ca n't recommend it . and they are wonderful !"
AX0ZEGHH0H525,B001OHV1H4,-1,1,5,1,Suffered from itchiness under my hair for couple of years. This product cured the itchiness completely. I took some 4-5 drops of it and then massaged my wet head for a minute approximately. After 2 uses noticed a considerable difference. It definitely gets the job done!,Suffered from itchiness under my hair for couple of years . It definitely gets the job done !
AV19Z8ZCIQM4G,B001OHV1H4,-1,1,4,1,Good but kind of drying,Good but kind of drying
A1YVFD3TLX6E22,B001OHV1H4,-1,1,4,1,"I've used a chemical shampoo for too long and my hair started breaking off! So with a lot of research I bought this! It has made my hair (which is thin with oily roots and dry ends) way stronger and shinny without being oily! It's really fantastic. I took a star away for 2 reasons, one is because the price is a bit outrages, and two is because if I use it every day my hair starts to get buildup so I have to find a clean shampoo that washes away the build up to use twice a week..","and my hair started breaking off ! and dry ends ) way stronger It 's really fantastic . because the price is a bit outrages , so I have to find a clean shampoo that washes away the build up to use twice a week .."
A39AEA8OFO8JT,B001OHV1H4,-1,1,5,1,"I was using this shampoo from six years and found helpful restoring hair and reducing dryness of psoriasis.
But it was discontinued from three years .Why I don't know .Then I used other psoriasis  shampoos ,which didn't help .scalp still dry and hair falling down. I bought on line but came in small bottle and was costly, and was looks like doublicate not the real.","and found helpful restoring hair But it was discontinued from three years .Why I used other psoriasis   shampoos , which did n't help .scalp still dry and hair falling down . and was costly , and was looks like doublicate not the real ."
AJ61AXPLR0WYY,B001OHV1H4,-1,1,5,1,"It's Bare Escentuals, 'nuff said!",
A10ZJZNO4DAVB,B001OHV1H4,-1,1,5,1,What the hubby wanted,
A2N4OUX2ORC859,B001OHV1H4,-1,1,5,1,Wife uses this cream always. Hard to get.,Hard to get .
AM6VM4AHB7CG4,B001OHV1H4,-1,1,5,1,I can't live without this shampoo!,
A1S7I4K5PNOUDD,B001OHV1H4,-1,1,5,1,Google the uses and you will be a buyer.,
A2PUZMHH482FU7,B001OHV1H4,-1,1,5,1,Love this stuff - i'm on my second order. Started to get thinning hair. now there's whisps where there wasn't any and hair feels thicker all over.,Love this stuff - and hair feels thicker all over .
A80A8PCDT0NFB,B001OHV1H4,-1,1,5,1,"Used for years, it has DHT blocker",
A327QPYID8TDAA,B001OHV1H4,-1,1,5,1,This keeps my silver hair looking silvery (rather than yellow).  I reorder this on a regular basis.,
A17B1H60A6A96P,B001OHV1H4,-1,1,5,1,All of the different colognes and the price.,
A1DAE86MWE6OMW,B001OHV1H4,-1,1,5,1,as advertised,
AQG3FO72CYLU3,B001OHV1H4,-1,1,5,1,can't beat it... 3 for the price of 1 at a local store,
AL24GOJZZ48PB,B001OHV1H4,-1,1,5,1,As expected for price.,
A345PQ5PIJVC67,B001OHV1H4,-1,1,5,1,"AS awesome as this product is, it HAS been discontinued by the makers. The people selling this on here, including the shampoos and conditioners ARE price gouging you and who knows how OLD it is..  Very Sad","AS awesome as this product is , it HAS been discontinued by the makers . Very Sad"
AVC2FIYKB6VHF,B001OHV1H4,-1,1,5,1,:),
A2SZLPBSBNJ7QV,B001OHV1H4,-1,1,5,1,Order arrived on time and exactly as described,
A1F8L7H54H5WFZ,B001OHV1H4,-1,1,5,1,"My ""go to"" shampoo for my blonde foiled hair. The only other product I'll use aside from Pureology.  Warning to new users, don't leave in too long or it will blue your hair and wait one week before using on newly highlighted hair.","Warning to new users , do n't leave in too long or it will blue your hair"
A2BWO517WH1GJE,B001OHV1H4,-1,1,5,1,"I've used this shampoo for years and loved it............. BUT.... the last bottles I bought at Big Lots were only $1.70 for 16ozs.  There's no way its worth $39 a bottle.  Who are you guys kidding? What a scam! There are plenty of other products out there that do a good job for far less money.
Use a nice conditioner (I still have several bottles left that I paid less than $2 for) and you'll still get nice results.  Bah-humbug for those scam artists trying to sell this for 10 times what it's worth.",and loved it ............. There 's no way its worth $ 39 a bottle . Who are you guys kidding ? What a scam ! There are plenty of other products out there that do a good job for far less money . Use a nice conditioner ( I still have several bottles left that I paid less than $ 2 for ) and you 'll still get nice results . Bah - humbug for those scam artists trying to sell this for 10 times what it 's worth .
AROYPRQ35VSAT,B001OHV1H4,-1,1,5,1,If they discontinued this scent I would go postal. <3,If they discontinued this scent I would go postal .
AH95EJ2HK06Q2,B001OHV1H4,-1,1,5,1,"I love this scent, and it's no longer being made.
I'm always on the hunt for ""something like it.""
It reminds me of the 70's fragrance, ""Golden Autumn"", also not being made any more.
Today's scents hit my nose in the wrong way, they are either too ""piquant"" with heavy tones of freesia, or too much like bubble gum.
I spent the money and bought Channel No. 5 thinking, I'd just sort ""move up"", and while it smell great at first blush, it turns into just a baby powder smell on me. I can get baby powder for a lot less.
If the fragrance gods are listening, please recreate this or something like it! I always get compliments on it.","I love this scent , and it 's no longer being made . I 'm always on the hunt for "" something like it . It reminds me of the 70 's fragrance , "" Golden Autumn "" , also not being made any more . Today 's scents hit my nose in the wrong way , they are either too "" piquant "" with heavy tones of freesia , or too much like bubble gum . and bought Channel No . 5 thinking , I 'd just sort "" move up "" , and while it smell great at first blush , it turns into just a baby powder smell on me . If the fragrance gods are listening , please recreate this or something like it ! I always get compliments on it ."
A24A9FRVM8TQZS,B001OHV1H4,-1,1,5,1,Item just as described,
ANNRN691N2WR,B001OHV1H4,-1,1,5,1,I would recommend this eye cream because it is extremely moisturizing and it only takes a small dab for each eye.  I could tell after only a few times of using it that the fine lines around my eyes weren't as noticeable.,I would recommend this eye cream I could tell after only a few times of using it that the fine lines around my eyes were n't as noticeable .
A2O23K583MS6RI,B001OHV1H4,-1,1,5,1,I've been using this product for a couple of years at the suggestion of my hair stylist. Took away the dullness of my gray hair. I like it.,Took away the dullness of my gray hair . I like it .
A1FFSRBOERRDLB,B001OHV1H4,-1,1,5,1,"I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement. After 3 weeks my family started commenting on my skin! It does not leave my face feeling greasy nor does it have any fragrance. I feel like it has made my skin look firmer, which makes me looker younger!","I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement . It does not leave my face feeling greasy nor does it have any fragrance . I feel like it has made my skin look firmer , which makes me looker younger !"
A344ILJPHYQ0V,B001OHV1H4,-1,1,4,1,muy bueno,
A1E9D6RGEDFT2O,B001OHV1H4,-1,1,4,1,"I think this shampoo can be even five stars, hair feels soft and fresh. But I think it doesn't give that feeling of clean hair near my roots. It might be just not the right type for me. But in general I would definitely recommend these products.","I think this shampoo can be even five stars , hair feels soft and fresh . But I think it does n't give that feeling of clean hair near my roots . It might be just not the right type for me . But in general I would definitely recommend these products ."
A1JDBXPK20HBUW,B001OHV1H4,-1,1,5,1,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia.","One of my favorite skincare lines . but since I 'm not getting younger , I thought I 'd try their more mature line . Strangely , it 's LESS moisturizing than their younger line . I think the essence in this package is better and moisturizer in the other package is much better ."
A3DA9MP7OGLPC0,B001OHV1H4,-1,1,5,1,,
A222BBVJ75BTFE,B001OHV1H4,-1,1,4,1,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles).","Love the product , except for the fact that TWO bottles have now broken after being dropped in the shower . The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands . The product is too expensive to   be wasted down the drain or watered down because the top keeps getting broken off ( two different bottles ) ."
A7VOU5ARHQ20F,B001OHV1H4,-1,1,5,1,Love this stuff.  It works better on my Psoriasis better then the medical creams and ointments the doctors prescribed.  Too bad they stopped making it.  Horde it all now because someday it will be gone and you will be forced to use head and shoulders.,Love this stuff . It works better on my Psoriasis better then the medical creams Too bad they stopped making it . Horde it all now and you will be forced to use head
A3IVDKJ8B51LO0,B001OHV1H4,-1,1,5,1,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.,Would buy more of the body cream if moire was available . This body cream is hard to come by . Lotion is easily available but the body cream is difficult to obtain .
A3RMWHVP1CX5J1,B001OHV1H4,-1,1,5,1,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import....",Pricey
A22CW0ZHY3NJH8,B002GP80EU,-1,1,4,1,"I haven't used this mitt to hold my small soaps, but I have used it with body wash.  The jute side doesn't feel so rough when it's dry, but don't let that fool you.  It can really scrub!  And boy, are there areas of my body that need it.  The other side is bamboo fiber, which is super soft.  It holds all my body wash, maybe too well because I'm not getting quite the number of suds that I expect.  However, I do like this mitt because it scrubs me cleaner than I've felt for a long time.  Dead skin cells be gone!","so rough when it 's dry , but do n't let that fool you . The other side is bamboo fiber , which is super soft . It holds all my body wash , maybe too well because I 'm not getting quite the number of suds that I expect . However , I do like this mitt because it scrubs me cleaner than I 've felt for a long time . Dead skin cells be gone !"
