asin,user_Name,user_Country,reviewText,overall,reviewerID
ajOL1AfpaZ,Sára,Cộng hoà Séc,"The staff was really helpful, accomodation was clean and spacious. Great location, close to the centre and restaurants. Unfortunately, we had a bit of misunderstanding about check-in time so we ended up waiting there over an hour after long journey. But they make everything they could to help us and offered us room to stay and wait until our room was ready. In overall perfect location and stay, highly recommended!",4.0,4716
1gJHpnPxqh,Joanne,Úc,"breakfast was amazing, so many choices . the complimentary afternoon tea was simply delicious and beautiful live music . this place is just fabulous. the staff in the hotel are all so very nice. However, the pool area upstairs, staff could not speak English properly and most certainly not hospitable. the pool itself is so nice, but the staff need to be trained in hospitality. turns in to a nightclub dance place in the evenings on weekends which is pretty cool for the young ones,",5.0,2294
QSULVlNif2,Manoj,Ấn Độ,It's a four to five star grade hotel at decent price to value Karaoke room charges very steep,4.0,3131
phuSC_GyEK,Viktorie,Cộng hoà Séc,good location close to the waterfallsnice people,4.0,5140
bKGHdmpECQ,James,Úc,"Hanna Madelise was amazing and made my stay. I would stay again only because she was so helpful , friendly and went above an beyond with her customer service. She is a great asset to the hotel. construction noise next door at 7am",5.0,2130
1bpb9oTowZ,Trường,Việt Nam,"The owners are super friendly and helpful, actual real homestay when you live with the family. Place is located in the center of tourism town. The room is clean and perfect, definitely will comeback",5.0,5011
3FU3vMyaK4,Adam,Vương Quốc Anh,We had a fantastic time! I wouldn't recommend anywhere else if you're staying in Hue.,5.0,43
ynjxiU7FxW,Trang,Việt Nam,nice staff. they also help to take care our scooter. Beautiful view from my room. that didn't bother me but they shouldn't turn off air conditioning in the lobby and hallway. too hot for the staff to work all day.,4.5,4976
oHdOGhgSU9,Không tên,Việt Nam,"The staff was very friendly & polite. Good location, I really like tranquillity & privacy in this place. Will definitely be back there.",5.0,2660
ZPYttMrG2r,Sandra,Vương Quốc Anh,"the staff , helpful & kind room a bit on the small size",4.5,4352
CQXeegQ0jr,Vladimir,Cộng hoà Séc,The room was spacious. It was authentic. The moist and smell. The air in the room smells really bad. I had issues with breathing during the night.,2.0,5172
7vowpK-yrF,Marcelle,Úc,"wonderful family who offered to help us in every way. the accommodation is beautiful, spacious and clean and the breakfasts are the best we’ve had on our travels. we loved our stay and would recommend it to anyone. it was raining when we stayed so just be prepared to cycle in the wet or get a cab when you want to go into old town (about 30 min walk each way)",4.5,3156
ZLVdS1LCSS,Dayoung,Hàn Quốc,bed was super comfy and staffs was really kind and helpful,5.0,1146
2W3Ylu9coh,Linh,Mỹ,"The location is really close to old town, only a 5 minute walk and located on a nice walking street with local restaurants and convenience stores! The staff is super friendly and helpful, some of the best staff I have met! The breakfast is also very good!",5.0,2936
x6CdjnQ7OP,Không tên,Úc,clean and friendly nothing,5.0,2659
EAhuWU3YCh,Patrick,Mỹ,"Big, clean room, very kind and helpful staff, nice property, bike rental Roosters outside made noise through the night",5.0,3866
hpG_nDPxy8,Cottonham,Thái Lan,We Like everything ...especially our upgraded room .... PRESIDENTIAL SUITE ....The View is fantastic ...................This is our 4th time in Sala Beach Hotel ......and we love it so much .......,5.0,1009
rr_YhjxBh8,Evelyn,Úc,"Amazing service from Imperial. Attentive and went out of their way to make sure I was safe and comfortable. Gave me tips to maximize my stay. Although I had no breakfast included in my booking, the hotel prepared a huge take away breakfast as I had an 6. 30 am pick up to Sapa, Before arriving to Vietnam I wanted to arrange a trip to Sapa as I had limited time in Vietnam. I was struggling to find something on the internet. The hotel connected me to the tour desk and Ian was amazing. He answered all my questions and advised the best options for my limited time. He customised a trip to Sapa with my own guide and arrange an excellent hotel there as well. Fantastic location in the heart of old quarter. 5 minutes walk to everything and still very quiet. Hotel was so good I am staying with them after my Sapa trip Nothing.",5.0,1483
6iaI6ZMs3O,Wei,Malaysia,"Location is great, very central and just a 7 min walk to get to the Hoan Kiem Lake. Lots of eateries and shops close by. Room is decent, clean, though a little small. Receptionist is friendly and speaks good English. We had a short stay before we leave for Sapa early morning the next day. Highly recommend the chicken pho stall next door for breakfast, they open around 615am. Our room had an aircond leakage, water was dripping throughout the night.",3.5,5208
KNBryrMRAN,Hoa,Việt Nam,Great location in the center of the city. Near many convenience stores,3.5,1906
Zj8CvXEPt7,Liam,Úc,"It was such a warm and welcoming environment. Really comfortable, and a great location.",5.0,2894
y4SFHRddxx,Lynne,Cyprus (Cộng hoà Síp),quiet location a little difficult to find,3.0,3057
p65V8-lbjm,Tawatchai,Thái Lan,Room and views very superb. Location really great,5.0,4773
TXvYYujbwF,Hilton,Việt Nam,Nice hotel. Perfect staffs Cheap price with bathtub. Definitely come back. Nothing,5.0,1893
MUQrNqZr9I,Shana,Ý,"Central place, spacious rooms, outstanding service and staff, special mention to Lily, thank you for taking care of us during our stay. Everything was perfect. Highly recommended!",5.0,4442
p48B3wlkPY,Khắc,Việt Nam,nice and comfort. lovely design and have all necessary utilities for us to use such as hair dryer and iron. a little dust still on floor and not good soundproof enough. There’s a lot of bike run across here and the sounds easy to wake you up. Hope the owner can be aware this thing since it’s kinda annoying,4.5,2666
R40ZgWGtC2,Harry,Úc,Incredibly friendly and helpful staff. The pool was great after a hot day walking around the city. Clean and comfortable rooms. Nothing at all.,5.0,1825
tiEyU-PRV_,Nghia,Mỹ,it has a nice Park it old and dirty furnitures,1.5,3635
i4GhosztVO,Juuso,Phần Lan,"Thank you to the Like hostel and staff, we had an excellent stay and made many new friends at the rooftop. Good spot to stay for your Saigon adventures.",5.0,2463
I6OMoWkLsM,Susan,Vương Quốc Anh,"The staff were so helpful, beautiful gardens. we liked the bikes and pool table. it’s a taxi if you want to eat elsewhere",5.0,4685
XlN328vfOP,Baby,Ba Lan,"We come in Viet Nam in July 2023. We have gone through and treated many different clients, but when we meet and service them, we suspect that we have the name of Excellence Service. The customer service is very welcome for us to move as a team member and professional in your country. Thank you team at Hanoi Lheritage Diamond Hotel. Thank you Martin. You guys are perfect",5.0,506
_cbQnAeLCH,Janani,Ấn Độ,"The room was very comfortable. The room could have had one large size bed and one single bed to accommodate family with 3 members. The beds were both like single cots and was little uncomfortable. But the room was spacious enough with beautiful sea view. The pool was very clean and the night light in the pool lit the whole experience especially with a pool on beach side. The breakfast was good too. Special thanks to Mr. Ha Thai Binh, at the front desk on helping us getting around Phu quoc. All the staffs are very friendly indeed! The bed size. Try having rooms with one large size bed and one single bed, it will be helpful for mums co-sleeping with a kid.",4.5,2151
Y_TDfxPkOd,Benedikt,Việt Nam,"Location near the center, many restaurants around Convenience store 200m Large bed, cool room nothing",5.0,572
r091ZBTYBk,Barbara,Ý,"The staff super helpful, they do their best to do what you ask. The position is perfect for the old city and in a quiet place. The room was clean.",4.0,527
i3V6MIsl1v,Kasey,Úc,"nice staff, close to everything small room",4.0,2519
mTFwyqg7jF,Hettie,Hà Lan,the staff was very friendly and cooperative. we could use The bikes to go to Hoi an the location was far from Hoi An city centre. the swimming pool was smaller than expected,3.5,1885
iqEF3-lffX,Shih,Đài Loan,"The staff was very nice and helpful!Mình Quảng ,the member of team is friendly!Excellent! Bebroom is not good!",3.5,4475
G82TfvCqTu,Dotto,Việt Nam,"The beach is clean The sightseeing in the morning is splendid where you can take a sub and surfing in the sea. The sea is so clean that you can clearly see the sunshine going through The room decor is low key but comfortable. Design is really smart. Full facilities including air conditioner, hot shower, refrigerator which are excellent conditions. We stay 2 nights but they don't clean up the room for day 2, no filling waters. The food is not delicious and quite over charged vs. quality. The speed of serving food is too slow. Drinks menu is limited",4.0,1279
8yNV9xS-lI,Ah,Việt Nam,"Much better place than I expected. If you want to feel nature and peaceful, slow life this is the best place. I will defineately come back sooner or later. There is only one restaurant for lunch and dinner, foods are fine though. Hope there will be some convience store for snack and water.",4.5,73
NWJLX6VD0F,Tan,Singapore,"super awesome, clean, and spacious, made more exceptional by the service staff. It was my birthday and they dropped by with a cake and a birthday song. The bar was great (especially during 1 for 1 happy hours) and the spa was so so good. Special shout out to Trung (lady at the reception) who was so hospitable and sweet and genuine. I had an excellent stay :) nothing",5.0,4746
WT5CmEovs8,Methawee,Thái Lan,"good location, helpfully and service mind staff. renovate building nearby and quite noisy",4.0,3386
jDWSwbNIQK,John,New Zealand,"Very comfortable bed, breakfast was great - so much to choose from. The hotel location was perfect for exploration. There are many attractions within walking distance. And walking is the best way to get a feel for this area. The staff were both friendly and knowledgeable. They were able to provide useful information about shopping, restaurants, and transport options. This was greatly appreciated by our team.",4.5,2330
T5vqa0RAF4,Renate,Úc,"Nicely maintained hotel, clean,comfortable. Good shower and bathroom. airport pickup was expensive, breakfast too, so we didn’t have it. Plenty of options on the streets around",4.0,4156
R8UA4CrIV1,Lisa,Đức,"Our whole stay was stunning. beautiful room, everything clean, very nice and friendly staff at the reception. The location is 1,5km away from the city Center and 3 km from the beach. Renting bike for free is an offer and they have a pool and comfortable garden. nothing",5.0,2948
KiqtsQ4PRv,Yan,Malaysia,"comfortable stay. I have requested for early check in and they managed to prepare the room earlier! I like the location, it's walking distance to the old town, but not on a busy street so it's great that it's quiet and not crowded coming back. there's a water refiller in the hotel so no worries about buying drinking water. bathroom is big and clean. friendly staff who will try to recommended places and answer queries to their best abilities. thank you Helen, Cherry and team! there is no lift, the highest level is 4th floor. not a big prob for me staying at 4th floor since I don't have much luggage. tea and coffee are at ground floor, so it's a bit troublesome to go down just for a drink when there's the dining area at 4th floor.",4.5,5285
cStKxV9W_E,Christine,Vương Quốc Anh,Next to the beach Spa not open and not fully staffed,3.0,911
06ievtp03M,Jennifer,Vương Quốc Anh,"Location, friendly staff and accessible at night, water available and lift even if not to top floor Pics are a bit old with more worn facilities, breakfast timing and options were limited,",3.0,2229
ODeuEMSNGo,Martin,Vương Quốc Anh,Very good hostel. Great location.,5.0,3272
aS_gzC5mRN,Thebigkumara,New Zealand,"Great Location in Tam Coc. About 50m away from the biggest backpackers hostel - close enough to join in at the bar, far enough away to avoid the noise. The owners should invest in some better helmets to go with their rental motorbikes",5.0,4828
LR8EA2u_Ah,Indi,Úc,"We loved our stay at Phong Nha Tuan Garden House. Hung was so helpful & friendly. Our room was large, clean and comfortable. The Family dinner is a must, delicious food and very accommodating to a Vegan/Vegetarian diet. We will be back!",5.0,2015
jvfCCWrP1-,Pavluna,Việt Nam,"Location, nature, friendly and quite place",5.0,3895
-bSrMlzqlP,Tom,Pháp,"Friendly staff. I had a pretty noisy room… Food portions on set menu were not very generous, especially as I was there on my own.",3.5,4942
wgYifwvVx4,Peter,Vương Quốc Anh,Everything was fantastic!,5.0,3917
ICkh3UDTvG,Zakmark,Singapore,"New hotel, ok location Quite simply, the hotel lied...about many things. Lie 1) I booked this hotel for my wife's birthday as it has a spa centre, as per the info on their website. There is NO operating spa centre. When I asked about this I was told it was still under construction and that if I wanted to book a spa we can walk around the corner. Lie 2) I'm training for a triathlon so when I saw that the fitness centre is open 24 hours, I thought great! The gym closes at 7pm and is NOT 24 hours. Also, the treadmills don't work. The belt stalls with each step so you can't even walk let alone run. And there are no sanitizing wipes, towels, bins or even access to water. Lie 3) The sunset bar looked great on their website, especially with the snacks and ""signature cocktails"" noted. There are NO cocktails and no snacks. And what the heck is the point of a pool and bar that closes at 7pm? I kept being told, not enough staff. Lie 4) The restaurant '12 Kitchen' is listed on their website as serving a buffet breakfast and dinner. There is NO dinner served and the breakfast closes at 9:30am. Lie 5) The hotel is listed on booking. com as 5 stars?! I'm not sure on which planet they got this rating but it is a 3 star at best. Definitely not an international standard 5 star. There is also, NO room service and nothing in the mini bar in the rooms. The rooms are ok, but...Upon arrival, the top shelves in the wardrobes were very dusty and we had to wipe them down before using them. The rooms were relatively clean but definitely not to a high standard. Housekeeping staff didn't even wash the glasses on a number of occasions. There is only a kettle with a couple of sachets of coffee issued. The toilets....oh the toilets...if you plan on using anything more than 3 individual squares of toilet paper, be prepared for a blocked toilet. Terrible toilets!",0.5,5359
QFWAQemUh5,Janet,Hồng Kông,"Unpleasant experience. Small pool, old room and facility, breakfast has limited choice. Unfriendly staff.",0.5,2161
DqPeV6NlDN,Siaw,Malaysia,"Staff was presented well, to share near by location and hotel facilities .variety of food selection security doesn’t understand english, difficulty to communicate. room not sound proof, it’s can heard next door when open and close the door.",4.0,4504
vyEQ7vaSmV,Sasipa,Singapore,very helpful staff toilet is smelly when we first go in.,4.5,4395
GPSQzg-69p,Maianh,Việt Nam,"everything, free bikes to borrow. should have a doormat at the entrance door (they do have a doormat at the toilet though)",5.0,3098
XlN328vfOP,Bentley,Áo,The hotel is absolutely beautiful inside and out. Location in centre of old quarter ( near Cathedral and Hoan Kiem Lake) . Beds are firm but soft with vert comfy duvet and plenty pillows. Food is absolutely fenomenal! Everyone is so nice and kind and helpful. Keep in mind they are very detailed about everything so make sure you keep the room and stuff in there nice i perserved because they do check it at check in.,5.0,586
BMmLx1aMTO,Ming,Mỹ,"1. the Front desk staff were wonderful. Jenney, Julie and Mia. Everyone I came in counter with were helpful. The location is convenient and nice and very clean. I will stay here again next time in town for sure none",5.0,3462
CkanvaH-hy,Lakshit,Ấn Độ,"amazing hosts, super clean, fabulous location, walking distance from vegetarian restaurant",5.0,2784
s1mZc32b56,Soom,Malaysia,location is very good water pressure too low for the shower,3.5,4576
AtqqEZE3tn,Eduardo,Brazil,good location and the workers here are very kindly!,5.0,1321
QloxIh8kEL,Isobel,Úc,"Hanoi Marvellous was the gift that kept on giving. We used it as a base for numerous trips to surrounding areas and stayed an overall of 5 nights here. The staff were truely exceptional. Waking up early to prepare a takeaway breakfast for us at 5am, providing so much information for us, holding our bags for us during our trips away, greeting us like friends every-time we arrived and even decorating our room with a welcome home flyers and petals on our bed for our last night! We felt so at home and treated so well by the wonderful staff here. The location was also amazing, walking distance to the centre of old town without feeling like you were too much in the hustle and bustle. The breakfast was also great, the banana pancakes being a stand out! The rooms were clean and well decorated with great showers. Highly recommend if you are looking for somewhere in Hanoi. Thank you beautiful staff again for this amazing stay!",5.0,2060
B21um9hdl5,Renee,Úc,great rooms. fantastic location. lovely accommodating staff.,4.5,4158
MUQrNqZr9I,Kerry,Vương Quốc Anh,"Nice, comfortable room in good location. Staff were very helpful, especially with storing our luggage and arranging taxis.",4.5,2609
Z4ZK4niVxt,Massimiliano,Úc,The location is beautiful and the room clean and comfortable. The swimming pool is the best. The breakfast could be improved a little,4.5,3288
XhNeaEh5rz,Jan,Cộng hoà Séc,one of the best living in Vietnam. Everythink was the best. lanlord does not speak english,5.0,2142
qeNrdqOPtH,Rui,Singapore,"Clean, great location. Staff spoke good english and was really helpful in contacting my bus company to confirm pick up location Nothing",5.0,4281
HLyAdvpUJz,Orianne,Pháp,"Lovely atmosphere, the owner is very caring Close from Hoi An and the beach, you can easily rent a motorbike at the hotel",5.0,3814
JbeKkZMdkn,Victoria,Vương Quốc Anh,"The staff were really helpful and we were able to use the facilities, and store our luggage, before our check in. Great locations and a lovely breakfast. NA",4.5,5125
5IkuURkotC,Iñaki,Tây Ban Nha,"This is a very good place to stay, big room, private bathroom, air conditioner, clean, parking... The hotel has an amazing furniture, al though is close to the road, the rooms are really quiet and silent. The staff is very patient, help full and friendly. I hardly recomendó it. Very good rate price-quality",5.0,2074
4MuvwQR9bM,Slamet,Ấn Độ,Perfect location close to the market. Beautiful room. Great value for money,5.0,4545
cvg7SllTvy,Emilia,Ý,"This place was perfect for me, quiet apartment near this beautiful lake, everything was tidy and clean. There are plenty of restaurant just few minutes walk from the apartment, or you can ask the reception for direction.",4.5,1412
X3YoLvJdwo,Pablo,Việt Nam,"Location, and how quiet it was. The lack of parking. They told us we could park the car at location nearby, but that meant a mall that was very very expensive to park overnight. I wish they had better parking. Room was a little small too.",3.5,3831
_PMKaRyS1d,Reena,Ấn Độ,The room was neat and clean. The owner was very friendly and helpful. The room has a beautiful view of the sea and the mountains. It's at Cat Ba harbour and very easy to go for the next day tour. We enjoyed our stay here.,4.5,4147
04lm7mKyQL,Michaltei,Cộng hoà Séc,"Perfect location near the sea and shopping street. Staff extremely helpful and friendly. Nice cheap bistros and restaurants around, safe location for tourists. Only hot breakfasts a la carte, cold drinks not included, but not a big issue.",4.0,3418
5HCT3hsT9J,Philip,Bỉ,Very good value for money. Friendly. Well equiped and comfortable. Ease access scooter garage. Good location.,4.5,3933
z6BWFPTHqw,Jackie,Philippines,"Room was clean, big and bright. Since I was here for a business trip it was very close to the office in Etown 3. The air-conditioner at room 606 was not cooling. i was difficult to communicate with the front desk as they could not speak in English.",3.5,2091
OREZy7fKbe,Violetta,Hungary,"Quiet and spacious. Supermarket and food options nearby. Quite far from the old town. My room was at the ground floor, without proper natural light.",3.5,5154
0FeZfP8GAC,Susan,Úc,"The mattress and pillows,very comfy",4.5,4683
-d4E4RkXh-,Liubov,Nga,"Everything was so perfect that I would say that this is my best stay experience in several years! I have never met such a responsive host. All our requests were fulfilled immediately. The room was clean and comfortable, the balcony was very handy to dry things after the beach. Downstairs there is a wonderful terrace where you can order food, drinks, as well as a barbecue service. Recommend this place very much, thank you Mrs Linh! -",5.0,2952
LSlUfMtj54,Huyềnn,,"clean room, flexible check-in, friendly staff. nice place",5.0,1975
BRAHGj9yOK,Liam,Vương Quốc Anh,"The staff were extremely kind, helpful, warm and friendly. Wonderful. The rooms were great. The facilities and site were beautiful and aesthetic. The good was fine. There was a good selection at breakfast. We are out at Hoi An in the evening as it’s more lively. The shuttle bus is really useful. The spa treatment was nice. The location felt a bit out of the way. This is inevitable with the amount of space and greenery on the site. We stayed 11 days and loved the one place and were also glad to love somewhere more lively and connected at the end.",4.5,2896
6hgoCjJ1iL,Satish,Ấn Độ,"Well maintained clean rooms, super friendly staff special mention of Ms. Sue who very nicely advised on everything. Airport pick up/drop & trip top BANA hill was also nicely arranged at a reasonable rate. The staff/chef tried their best to provide possible Veg food in the B/fast. The entire staff is very very good While the old city is little far from the hotel but manageable. The staff is very helpful in arranging the transport.",5.0,4398
68NWltC3jy,Aleš,Cộng hoà Séc,Really helpful people especially the owner. Spoke good english and helped with nearby food and autobus 109 to airport. They also allowed me to leave my bag there for more time. Nothing,5.0,173
G1cZ3mTok7,Łukasz,Ba Lan,"The view from the room My stay was a marathon of mistakes. First the girl at the lobby takes out my debit card from the reader too fast so the transaction fails (but I still get charged) - so I have to pay second time and she requests the bank to give me a refund (WHICH STILL ISNT PROCESSED AFTER 2 WEEKS). Then I want to go to the pool, so I leave my room - but oh the keyroom reader on my door doesn’t work - turns out battery ran out! So I go to the lobby and ask the lobby guy to fix it. He promises to come back in a moment to do so, so I wait for him in my room. Doesnt show up. Had to go ask for it AGAIN the next day for this guy to do his work (of course no one at the reception figured that it would perhaps be a good idea to call me and let me know he wont show up using the room phone next to bed) And then to top it off, its about 3:10 am in the middle of the night and now the hotel room telephone built in next to my bed rings. I pick it up. Nothing. Well, thanks for giving me a call in the middle of the night smart person at the reception So yeah it wasnt a good stay. It was pretty terrible. @Alan Sea - Give me my money back for the failed 1st transaction - I still haven’t received it",1.0,5398
eVHUGqeTdS,Rebecca,Vương Quốc Anh,"Amazingly modern hostel with a great rooftop pool & bar! Events are organised almost every day for backpackers and travel trips/connections if you need them. Staff were lovely and friendly, brand new and can tell this place will do well! Due to it being newly opened, some of the amenities didn't work such as the electronic wristbands which opened your doors & locker. A teething issue which I'm sure will be resolved soon.",4.5,4143
tSUS4tlla9,Lindsey,United Arab Emirates (Các Tiểu Vương Quốc Ả Rập Thống Nhất),"The location in the Old Quarter was fantastic and close to everything. The street at the front of the hotel is closed at the weekend, so you may struggle to be dropped outside. This really isn't a problem! All staff were fantastic. There are so many trips and variations on offer and so it was difficult to know what was best for the budget. We listened to Mai's advice and we ended up with exactly what we wanted. Everything was organised from the moment we left the hotel until the time we got back. For trips to Sapa, I would recommend the individual cabin on the bus as this was a godsend after such a long walk, try to get the cabin near the front as the ride is smoother and take mosquito spray. Travelling with children, Mai made this much more relaxed! We would recommend the Met restaurant close to the hotel.",4.0,2931
60DxyyEGZM,Nicola,Úc,Great to have a ground floor pool. and part in shade always for children. Kitchen facilities that you can use near pool Leaving,5.0,3695
ApnZ09D7NA,Không tên,Thụy Sỹ,"Helpfull staffs, perfect location, clean rooms. Totally, complete package for travellers and business as well ! nope",5.0,2656
jabHmbYCKu,An,Indonesia,"Location, comfy space, price No elevator, and the bar in the roof top 5th floor.",4.5,250
4LxsQ4e_aJ,Ngo,Việt Nam,Very nice landscape & unique interior design No bellman. All luggages were brought by the girls & internees.,4.0,3638
lp6n6xlUHP,Noemi,Ý,amazing property. There is a nice garden outside. stuff is amazing. it felt like home. I will come back.,5.0,3749
ED6pEdYqCY,Franziska,Tây Ban Nha,"Beautiful, modern and spacious bungalows. The bed is super comfortable, the best we’ve had during our time in Vietnam! The location is perfect, just a few steps away from the Main Street in Tam Coc, close to many restaurants and bars but still in a quiet area, without any noise. We could choose between some different breakfast options, which were always delicious and served with fresh fruits. A very big plus: We could rent bicycles for free which we used every day to explore the beautiful surroundings of Tam Coc. In our bathroom there was water leaking from the seeling. Not a big deal but should definitely be fixed.",4.5,1586
X6KSFQ0_Sr,Suri,Việt Nam,"excellent location , excellent and really supportive staff. Great room cleaning service ( daily ). Breakfast was also great with plenty of options, It was really great time to stay there TV service could be better",4.5,4682
CBLOTXw3Tk,Stephen,Vương Quốc Anh,This hotel is fabulous a great location rooms are clean and cleaned daily staff are very attentive and helpful. Beach bar and food is great pool area is lovely I cannot fault it a little gem I will definitely return 100% fantastic. There is nothing not to like .,5.0,4640
VVv5M4TEPD,Vinod,Mỹ,"Very good, tasty breakfast with many choices. There were new items added every day, so didn’t feel like the usual boring breakfast buffet. Staff at the restaurant were extremely attentive and were quick to remember your egg preparation preferences. I don’t think there is a single thing we didn’t like about this property or the staff. Very pleasant stay!!",5.0,5152
bWOGmk6z98,Leo,Đức,"staff was really nice and helpful. rooms are big and comfortable. the breakfast (included) was very good, it was possible to choose from a card with a lot of options, also vegetarian. The aircon was refreshing. cheap scooters to rent. there is an elevator that works very well. blanket was a little bit dirty. check out time is at 10am.",4.0,2866
2zn0f1Qy77,Wan,Malaysia,The swimming pool and location to grand world No free buggy service to vin wonder / safari. Breakfast is too crowded,3.5,5195
1zuOHoaxEl,Aviv,Israel,The stuff was incredibly nice and helpful!!! Super recommended!! The shower was small and not good,5.0,485
TlRyczpsR1,Amanda,New Zealand,"Amazing informative welcome by Ve, loved the juice and calming atmosphere as soon as we entered the building. Rooms were immaculate and breakfast was delicious. Staff super friendly and welcoming and loved our evening fruit platter. Also loved the fact that we could use the pool and relax while waiting for our airport transport. That we couldn’t stay longer!One day one of our rooms wasn’t serviced well.",4.5,215
rdvv55t4SO,Therese,Úc,"What a great find. The house is right on the beach…just walk out the gate and down onto the beach. We could enjoy the sea breeze from our verandah. Tuyet, her husband and daughter, Vy, we’re the perfect hosts. The house is close to restaurants and the main street of the village. There was nothing to dislike",5.0,4835
SXrMiTX3CS,Claudiu,Romania,- the staff is ok- it's clean- close to the beach,5.0,974
ngm4B3znze,John,Úc,"The hotel is reasonably close to the tourist Hoan Kiem area and is just a 5 minute walk to the Eco Sapa bus station (mostly under cover if raining). This was my main reason for booking the hotel, for an early departure to Sapa. The hotel is basic but was ideal for my purpose. It is also good value. Everything was fine, considering the low price.",3.5,2332
P37LhrEXCy,Hazel,Úc,"I loved my stay at the Pilgrim boutique. The staff were always very friendly and kind, the location was excellent (right in the middle of the Old Quarter), the room was clean and nice and spacious, great bathroom with a bath tub, strong wifi, aircon. Can’t fault it!",4.5,1844
v4S8DfZtZO,Stephen,Canada,Highly recommend this property....incredibly courteous and helpful staff...lovely decor...good food...wonderful view of the sea from our balcony...great bed and bathroom...one of the best I've stayed in and the best for value. Nothing....everything was perfect...even rented scooters that were kept in a closed garage overnight.,5.0,4636
g_JbdmF4jN,Neerunjun,Hồng Kông,Great location and very clean,4.0,3615
VVv5M4TEPD,Hui,Malaysia,nice room. very reasonable price and excellent staff service not listed in grab list & no breakfast yet,5.0,1953
AwwexEMaRx,Tay,Singapore,Staff were friendly and accommodating to requests made. The sunset view is awesome and the amenities were well kept. Had a splendid vacation!,5.0,4775
otncMYcxH8,Hoangphuc,Việt Nam,New facilities with suitable price. The room is quite good for couple to enjoy trip in Da Lat. The location of hotel is not really near the center of city so it gives you quiet atmosphere and peace. The hotel located on a hill so the moving route seems to be a little bit difficult for motor riders.,4.0,1913
BsmGZHgV9a,Georgi,Pháp,"Excellent location in the center of city, just a few tens of meters from the main street but in a small (not accessible by car) and quite place You . Very friendly staff and clean rooms. The hotel is not reachable by a car (too narrow street) so you need to walk with your luggage the last 50ish meter. On our way back the staff brought up to the taxi, on the nearby street.",5.0,1656
VVv5M4TEPD,Michael,Việt Nam,"Great location, close to everything. Extremely helpful staff, gave us lots of tips on what to do around Hanoi and Sa Pa, helped us book a taxi and let us take a shower in the evening after check out.",5.0,3407
k_XGMMCB76,Claire,Vương Quốc Anh,"- Tanya was a exceptional host, very passionate about her hotel and ensuring you have the best stay. - Breakfast was super, a good selection of fresh items that are pre-ordered the evening before. The best pineapple juice we've ever had. Options range from beef Pho right through to Avocado on Toast. - The room was huge, well thought out and as ascetically pleasing. - The pool was very clean and the area was beautiful and relaxing and ""cute"" at night - Laundry was affordable and quick turnaround. - The beach is a minutes walk away and surprisingly nice and clean. - Good number of affordable bars and restaurants (we went to Mr Hoà's Kitchen and The Tamarinde Tree, Baby Mustard) - Free cycle hire to explore the picturesque rice paddies, local area. Or to cycle to Hoi An old town, busy road but there are cycle lanes surprisingly. - Can get a grab from the end of the road in to Hoi An old town for about 75k VND (10 minute journey), we would recommend staying in An Bang beach and then travelling to Hoi An during the day or evening. - The hotel is small and therefore the pool is, if the hotel if fully booked and everyone decides to have a pool day at once then could get crowded but we had the pool area to ourselves - It would be nice if we were given a couple of bar and restaurant recommendations on arrival as there are some gems in the immediate area that can be missed if you aren't aware. - Bikes could do with some maintenance, oil, tyres, new bell etc - but this seems to be a theme in Vietnam :)",4.5,951
PjaciRHmpS,Trishal,Úc,"Good spot, good price. There is a balcony which I liked. The owner got me a ride to the airport for a better price than I could find elsewhere. There were hangers next to each bunk bed which I really liked Not the best place to meet people, not many hanging around",4.0,4993
CAHZHZ0Mxk,Daniel,Tây Ban Nha,"The hostess are charming. They help you with anything you need. Very nice and kind. They took us to pick up a package without asking for anything in return. The delicious breakfast. The place is beautiful, full of plants and a terrace to enjoy the beautiful decoration at night. The room is the best of the homestays we have been in Vietnam, very comfortable, clean, modern air conditioning, good water pressure and even Netflix. It is 50 meters from the beach where there is a restaurant that is owned by a family member and you can charge meals to the room. With hammocks and parasols made by hand in front. They organize activities and take you to the airport for a fair price. a 10Los dueños son encantandores. Te ayudan en cualquier cosa que necesites. Muy simpaticos y amables. Nos llevaron a recoger un paquete sin pedir nada a cambio. El desayuno riquísimo. El lugar es precioso, lleno de plantas y una terraza para disfrutar por la noche de la bonita decoracion. La habitacion es la mejor de los homestay que hemos estado en Vietnam, muy comoda, limpia, aire acondicionado moderno,buena presion de agua y hasta Netflix. Esta a 50 metros de la playa en la que hay un restaurante que es de un familiar y puedes cargar las comidas a la habitacion. Con hamacas y sombrillas echas a mano en frente. Organizan excursiones y te llevan al aeropuerto por un precio justo. Un 10",5.0,1084
B18GlT5qBo,Paul,Việt Nam,"location, friendly staff/owner, good water and bed nothing",4.5,3885
IAWc8BpPgd,Ha,Mỹ,"nice staffs , clean , good location, prize is good Internet is weak at the room 7A",4.0,1774
IIbdX4T9wk,Rika,Nhật Bản,"Clean, polite staff. Convenient traffic location",5.0,4189
